location,Latitude,SunInclination,Altitude
1940,52.242015637504224,-4,10
1941,49.23148050793159,-4,10
1942,52.175336611253165,-4,10
1943,51.7989871410298,-4,10
1944,53.81271721813414,-4,10
1945,52.654779901965135,-4,10
1946,48.8312924361782,-4,10
1947,52.08877986030688,-4,10
1948,48.39561121016291,-4,10
1949,50.51417514157069,-4,10
1950,48.14219233549634,-4,10
1951,50.92990186439073,-4,10
1952,51.71758838375367,-4,10
1953,51.22492269413557,-4,10
1954,53.83768680155059,-4,10
1955,54.143150526614136,-4,10
1956,52.39717475400214,-4,10
1957,51.1539032603538,-4,10
1958,54.38275942608903,-4,10
1959,53.003255777683336,-4,10
1960,48.24918202189578,-4,10
1961,53.7358612098898,-4,10
1962,52.04997057807892,-4,10
1963,51.64044821418136,-4,10
1964,52.11919308064281,-4,10
1965,53.70287688002068,-4,10
1966,51.66065425882096,-4,10
1967,51.03737357070241,-4,10
1968,53.73658018868297,-4,10
1969,48.490381113023325,-4,10
1970,54.19823838413677,-4,10
1971,52.56932856965782,-4,10
1972,47.833272395418525,-4,10
1973,53.8675358394562,-4,10
1974,53.74966827776033,-4,10
1975,51.52189343237137,-4,10
1976,54.36022240349785,-4,10
1977,50.676331034400434,-4,10
1979,49.8159746101214,-4,10
1980,54.2277323922693,-4,10
1981,51.02524949770682,-4,10
1982,51.49088732979112,-4,10
1983,48.32859848915511,-4,10
1984,51.736821219417344,-4,10
1985,50.30568825038547,-4,10
1986,49.47130720312205,-4,10
1987,50.128114985387626,-4,10
1988,48.81210391348565,-4,10
1989,52.96172197711673,-4,10
1990,48.26869620495649,-4,10
1991,48.92375284775801,-4,10
1992,47.85415625091071,-4,10
1993,50.98448426480104,-4,10
1994,51.18985923563158,-4,10
1995,48.86581209563394,-4,10
1996,51.12030037989556,-4,10
1997,50.97257397440018,-4,10
1998,51.184589805989184,-4,10
1999,52.45915169624208,-4,10
2000,53.46244697192715,-4,10
2001,51.982624746106325,-4,10
2002,52.17407635226914,-4,10
2003,51.57254524285463,-4,10
2004,53.53045991067294,-4,10
2005,54.16581032435726,-4,10
2006,52.47997340555368,-4,10
2007,49.966021940407735,-4,10
2008,50.97684016562384,-4,10
2009,49.78629998353707,-4,10
2010,50.91991910435167,-4,10
2011,50.14362120233487,-4,10
2012,49.33077817387108,-4,10
2013,50.90952438623845,-4,10
2014,54.32640604641431,-4,10
2015,53.655121119807234,-4,10
2016,48.26905041533632,-4,10
2017,51.33910908238538,-4,10
2018,54.09432420339693,-4,10
2019,52.5691870848063,-4,10
2020,54.279607714257125,-4,10
2021,53.803773863736495,-4,10
2022,51.13613403376881,-4,10
2023,50.99950062498674,-4,10
2024,51.292862450930016,-4,10
2025,51.27088234244431,-4,10
2026,52.32502365304897,-4,10
2027,50.68526135221302,-4,10
2028,49.6400006646914,-4,10
2029,51.942915587214905,-4,10
2030,54.19930853330536,-4,10
2031,51.25135721485735,-4,10
2032,48.26465446021521,-4,10
2033,48.829379911895465,-4,10
2034,54.07972143532601,-4,10
2035,51.2275726426142,-4,10
2036,53.92133627977389,-4,10
2037,51.43001397054348,-4,10
2038,48.02250801749221,-4,10
3486,50.32816879690467,-4,10
3487,49.13036327197624,-4,10
3488,49.44032017182897,-4,10
3489,51.573886828680855,-4,10
3490,50.0308814914737,-4,10
3491,50.20022883437867,-4,10
3492,54.05920532633902,-4,10
3493,49.72743460971462,-4,10
3494,53.14308928394456,-4,10
3495,48.13494359843656,-4,10
3496,48.60464736913914,-4,10
3497,52.25264884920611,-4,10
3498,50.58210362305339,-4,10
3499,54.38955527490314,-4,10
3500,52.55817369176808,-4,10
3501,53.30908360237153,-4,10
3502,53.19496880669055,-4,10
3503,54.43963892999663,-4,10
3504,52.0382091583686,-4,10
3505,53.97491131737495,-4,10
3506,51.83708000991889,-4,10
3507,52.18153912269137,-4,10
3509,49.40959980509305,-4,10
3510,54.69331161146789,-4,10
3511,51.92895892960979,-4,10
3513,52.74346930785764,-4,10
3514,53.25717687670488,-4,10
3515,49.85491360325676,-4,10
3516,51.53164988727869,-4,10
3517,50.29034508322577,-4,10
3518,52.90771151954235,-4,10
3519,50.00538755768335,-4,10
3520,53.52333014814712,-4,10
3521,54.748854382276654,-4,10
3522,53.65596415557568,-4,10
3523,48.26880877902691,-4,10
3524,54.77024526186614,-4,10
3525,51.00872919864923,-4,10
3526,54.01380062609988,-4,10
3527,51.87983679607249,-4,10
3528,48.863225793681806,-4,10
3529,52.92015978324912,-4,10
3531,50.95664968449599,-4,10
3532,52.20756156293159,-4,10
3533,49.69037208596553,-4,10
3534,53.41330259900425,-4,10
3535,52.028173811373065,-4,10
3536,50.84176932025903,-4,10
3537,49.19582621767376,-4,10
3538,52.36039074012815,-4,10
3539,52.11112780977287,-4,10
3540,50.97028441250013,-4,10
3541,48.83715381027054,-4,10
3542,51.66656810382459,-4,10
3543,52.18459591973774,-4,10
3544,52.85621802486651,-4,10
3545,50.90980618346212,-4,10
3546,53.69582307124742,-4,10
3547,50.66935582690691,-4,10
3548,48.04778724971192,-4,10
3549,51.83817156624366,-4,10
3550,53.906806253665145,-4,10
3551,52.96394510498019,-4,10
3552,48.26220632499589,-4,10
3553,51.05813617573799,-4,10
3554,48.98282003008823,-4,10
3555,53.62290890345093,-4,10
3556,53.15673986655141,-4,10
3557,50.6745270099171,-4,10
3558,51.622224748765454,-4,10
3559,48.21589588435051,-4,10
3560,50.18343907699886,-4,10
3561,53.33751567249784,-4,10
3562,50.16321940348124,-4,10
3563,53.901585153895816,-4,10
3564,53.36196670878847,-4,10
3565,48.48115580651098,-4,10
3566,48.089938914705655,-4,10
3567,48.15365767725712,-4,10
3568,50.03255804674027,-4,10
3569,54.01547145912301,-4,10
3570,51.34763922879982,-4,10
3571,51.42625279659416,-4,10
3572,52.206937360731416,-4,10
3573,49.809804488597806,-4,10
3574,47.73215772070768,-4,10
3575,50.65926445493663,-4,10
3576,49.6299619655959,-4,10
3577,49.744637479473134,-4,10
3578,49.98311971463736,-4,10
3579,53.65149860812463,-4,10
3580,49.65139378054683,-4,10
3581,52.295744022498646,-4,10
3582,52.082616588266646,-4,10
3583,52.64807696231334,-4,10
3584,51.82494792094405,-4,10
3585,53.959643548443054,-4,10
3586,51.440507963019584,-4,10
3587,52.17962351380309,-4,10
3588,53.303215274551576,-4,10
3589,50.02209953801772,-4,10
3590,51.11171854327654,-4,10
3591,49.716792624904,-4,10
3592,50.929024667314565,-4,10
3593,52.77064967219204,-4,10
3594,51.940645176049074,-4,10
3595,48.62823677733552,-4,10
3596,48.27311020621261,-4,10
3597,49.21445851104672,-4,10
3598,54.04915369201503,-4,10
3599,53.42272494541054,-4,10
3600,51.459440095362936,-4,10
3601,51.90461114095589,-4,10
3602,53.63214644608103,-4,10
3603,54.71688389437123,-4,10
3604,54.64535089590593,-4,10
3605,50.48015230813643,-4,10
3606,50.058921422820255,-4,10
3607,48.26553270578929,-4,10
3608,53.66841732729129,-4,10
3609,51.22991402839887,-4,10
3610,54.59477807917082,-4,10
3611,53.70712391320351,-4,10
3612,47.988157114273065,-4,10
3613,52.50718686552597,-4,10
3614,49.71666626714207,-4,10
3615,52.802627746731545,-4,10
