projectid;simulationid;vColumn;vRow;vLocationID;vNUTS_ID;vNUTS_NAME;vSTATE_NAME;start_date;end_date;vIDPL
783;C230R134;230;134;3697;DE939;Stade;Niedersachsen;2018-01-01;2019-12-31;261
784;C268R340;268;340;3698;DE925;Hildesheim;Niedersachsen;2018-01-01;2019-12-31;272
785;C40R376;40;376;3699;DEA1F;Wesel;Nordrhein-Westfalen;2018-01-01;2019-12-31;291
786;C93R336;93;336;3700;DEA35;Coesfeld;Nordrhein-Westfalen;2018-01-01;2019-12-31;288
787;C453R80;453;80;3701;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;245
788;C360R434;360;434;3702;DEG0D;Sömmerda;Thüringen;2018-01-01;2019-12-31;263
789;C515R453;515;453;3703;DED43;Mittelsachsen;Sachsen;2018-01-01;2019-12-31;285
790;C503R66;503;66;3704;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;274
791;C323R393;323;393;3705;DEG06;Eichsfeld;Thüringen;2018-01-01;2019-12-31;279
792;C408R123;408;123;3706;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;270
793;C437R111;437;111;3707;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
794;C374R252;374;252;3708;DEE04;Altmarkkreis Salzwedel;Sachsen-Anhalt;2018-01-01;2019-12-31;277
795;C275R768;275;768;3709;DE146;Biberach;Baden-Württemberg;2018-01-01;2019-12-31;277
796;C491R132;491;132;3710;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
797;C472R743;472;743;3711;DE21G;Mühldorf a. Inn;Bayern;2018-01-01;2019-12-31;271
798;C501R124;501;124;3712;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
799;C320R103;320;103;3713;DEF08;Ostholstein;Schleswig-Holstein;2018-01-01;2019-12-31;268
800;C371R760;371;760;3715;DE275;Aichach-Friedberg;Bayern;2018-01-01;2019-12-31;289
801;C365R153;365;153;3716;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;265
802;C471R72;471;72;3717;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;255
803;C312R695;312;695;3718;DE11D;Ostalbkreis;Baden-Württemberg;2018-01-01;2019-12-31;264
804;C412R247;412;247;3719;DEE0D;Stendal;Sachsen-Anhalt;2018-01-01;2019-12-31;254
805;C525R161;525;161;3720;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;246
806;C337R539;337;539;3721;DE267;Haßberge;Bayern;2018-01-01;2019-12-31;269
807;C392R131;392;131;3722;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;248
808;C425R672;425;672;3723;DE226;Kelheim;Bayern;2018-01-01;2019-12-31;282
809;C351R75;351;75;3724;DEF08;Ostholstein;Schleswig-Holstein;2018-01-01;2019-12-31;270
810;C275R47;275;47;3725;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2018-01-01;2019-12-31;250
811;C104R613;104;613;3726;DEB3G;Kusel;Rheinland-Pfalz;2018-01-01;2019-12-31;284
812;C451R139;451;139;3727;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
813;C50R505;50;505;3728;DEA28;Euskirchen;Nordrhein-Westfalen;2018-01-01;2019-12-31;283
814;C279R42;279;42;3729;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2018-01-01;2019-12-31;250
815;C420R428;420;428;3730;DEE08;Burgenlandkreis;Sachsen-Anhalt;2018-01-01;2019-12-31;274
816;C127R393;127;393;3731;DEA5C;Unna;Nordrhein-Westfalen;2018-01-01;2019-12-31;289
817;C200R25;200;25;3732;DEF07;Nordfriesland;Schleswig-Holstein;2018-01-01;2019-12-31;271
818;C141R399;141;399;3733;DEA57;Hochsauerlandkreis;Nordrhein-Westfalen;2018-01-01;2019-12-31;269
819;C134R598;134;598;3734;DEB3D;Donnersbergkreis;Rheinland-Pfalz;2018-01-01;2019-12-31;275
820;C524R322;524;322;3735;DE40H;Teltow-Fläming;Brandenburg;2018-01-01;2019-12-31;278
821;C364R530;364;530;3736;DE247;Coburg, Landkreis;Bayern;2018-01-01;2019-12-31;271
822;C408R497;408;497;3737;DEG0K;Saale-Orla-Kreis;Thüringen;2018-01-01;2019-12-31;278
823;C429R762;429;762;3738;DE218;Ebersberg;Bayern;2018-01-01;2019-12-31;286
824;C467R701;467;701;3739;DE22C;Dingolfing-Landau;Bayern;2018-01-01;2019-12-31;285
825;C431R619;431;619;3740;DE234;Amberg-Sulzbach;Bayern;2018-01-01;2019-12-31;262
826;C571R357;571;357;3742;DE40B;Oberspreewald-Lausitz;Brandenburg;2018-01-01;2019-12-31;289
827;C346R694;346;694;3743;DE27D;Donau-Ries;Bayern;2018-01-01;2019-12-31;271
828;C619R443;619;443;3744;DED2D;Görlitz;Sachsen;2018-01-01;2019-12-31;260
829;C288R396;288;396;3745;DE91C;Göttingen;Niedersachsen;2018-01-01;2019-12-31;272
830;C333R322;333;322;3746;DE91B;Wolfenbüttel;Niedersachsen;2018-01-01;2019-12-31;274
831;C286R598;286;598;3747;DE26C;Würzburg, Landkreis;Bayern;2018-01-01;2019-12-31;271
832;C225R242;225;242;3748;DE922;Diepholz;Niedersachsen;2018-01-01;2019-12-31;281
833;C221R347;221;347;3749;DEA45;Lippe;Nordrhein-Westfalen;2018-01-01;2019-12-31;270
834;C306R300;306;300;3750;DE91A;Peine;Niedersachsen;2018-01-01;2019-12-31;290
835;C139R418;139;418;3751;DEA58;Märkischer Kreis;Nordrhein-Westfalen;2018-01-01;2019-12-31;260
836;C548R174;548;174;3752;DE40I;Uckermark;Brandenburg;2018-01-01;2019-12-31;248
837;C212R96;212;96;3753;DEF05;Dithmarschen;Schleswig-Holstein;2018-01-01;2019-12-31;263
838;C299R345;299;345;3754;DE916;Goslar;Niedersachsen;2018-01-01;2019-12-31;283
839;C411R241;411;241;3755;DEE0D;Stendal;Sachsen-Anhalt;2018-01-01;2019-12-31;256
840;C73R471;73;471;3756;DEA2C;Rhein-Sieg-Kreis;Nordrhein-Westfalen;2018-01-01;2019-12-31;291
841;C366R470;366;470;3757;DEG0T;Ilm-Kreis;Thüringen;2018-01-01;2019-12-31;271
842;C48R466;48;466;3758;DEA26;Düren;Nordrhein-Westfalen;2018-01-01;2019-12-31;290
843;C274R566;274;566;3759;DE26A;Main-Spessart;Bayern;2018-01-01;2019-12-31;270
844;C476R143;476;143;3760;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
845;C412R564;412;564;3761;DE246;Bayreuth, Landkreis;Bayern;2018-01-01;2019-12-31;282
846;C163R640;163;640;3762;DEB36;Neustadt an der Weinstraße, Kreisfreie Stadt;Rheinland-Pfalz;2018-01-01;2019-12-31;269
847;C505R469;505;469;3763;DED42;Erzgebirgskreis;Sachsen;2018-01-01;2019-12-31;292
848;C285R753;285;753;3764;DE146;Biberach;Baden-Württemberg;2018-01-01;2019-12-31;275
849;C221R312;221;312;3765;DE928;Schaumburg;Niedersachsen;2018-01-01;2019-12-31;270
850;C313R128;313;128;3766;DEF0D;Segeberg;Schleswig-Holstein;2018-01-01;2019-12-31;270
851;C306R227;306;227;3767;DE93A;Uelzen;Niedersachsen;2018-01-01;2019-12-31;283
852;C310R565;310;565;3768;DE26B;Schweinfurt, Landkreis;Bayern;2018-01-01;2019-12-31;283
853;C434R631;434;631;3769;DE234;Amberg-Sulzbach;Bayern;2018-01-01;2019-12-31;264
854;C106R339;106;339;3770;DEA35;Coesfeld;Nordrhein-Westfalen;2018-01-01;2019-12-31;288
855;C604R362;604;362;3771;DE40G;Spree-Neiße;Brandenburg;2018-01-01;2019-12-31;288
856;C240R108;240;108;3772;DEF0B;Rendsburg-Eckernförde;Schleswig-Holstein;2018-01-01;2019-12-31;280
857;C210R330;210;330;3773;DEA45;Lippe;Nordrhein-Westfalen;2018-01-01;2019-12-31;270
858;C219R120;219;120;3774;DEF05;Dithmarschen;Schleswig-Holstein;2018-01-01;2019-12-31;261
859;C312R108;312;108;3775;DEF0D;Segeberg;Schleswig-Holstein;2018-01-01;2019-12-31;269
860;C277R362;277;362;3776;DE918;Northeim;Niedersachsen;2018-01-01;2019-12-31;285
861;C252R430;252;430;3778;DE735;Schwalm-Eder-Kreis;Hessen;2018-01-01;2019-12-31;276
862;C339R418;339;418;3779;DEG0A;Kyffhäuserkreis;Thüringen;2018-01-01;2019-12-31;259
863;C195R256;195;256;3780;DE922;Diepholz;Niedersachsen;2018-01-01;2019-12-31;286
864;C211R585;211;585;3781;DE716;Darmstadt-Dieburg;Hessen;2018-01-01;2019-12-31;274
865;C420R535;420;535;3782;DE249;Hof, Landkreis;Bayern;2018-01-01;2019-12-31;283
866;C233R636;233;636;3783;DE127;Neckar-Odenwald-Kreis;Baden-Württemberg;2018-01-01;2019-12-31;289
867;C201R35;201;35;3784;DEF07;Nordfriesland;Schleswig-Holstein;2018-01-01;2019-12-31;271
868;C262R343;262;343;3785;DE926;Holzminden;Niedersachsen;2018-01-01;2019-12-31;263
869;C188R505;188;505;3786;DE722;Lahn-Dill-Kreis;Hessen;2018-01-01;2019-12-31;290
870;C190R314;190;314;3787;DEA43;Herford;Nordrhein-Westfalen;2018-01-01;2019-12-31;284
871;C453R118;453;118;3788;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
872;C220R414;220;414;3789;DE736;Waldeck-Frankenberg;Hessen;2018-01-01;2019-12-31;275
873;C410R686;410;686;3790;DE219;Eichstätt;Bayern;2018-01-01;2019-12-31;278
874;C290R106;290;106;3791;DEF0A;Plön;Schleswig-Holstein;2018-01-01;2019-12-31;269
875;C136R362;136;362;3792;DEA38;Warendorf;Nordrhein-Westfalen;2018-01-01;2019-12-31;283
876;C352R125;352;125;3793;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
877;C467R394;467;394;3794;DED53;Nordsachsen;Sachsen;2018-01-01;2019-12-31;274
878;C355R354;355;354;3795;DEE09;Harz;Sachsen-Anhalt;2018-01-01;2019-12-31;257
879;C453R799;453;799;3796;DE213;Rosenheim, Kreisfreie Stadt;Bayern;2018-01-01;2019-12-31;289
880;C559R708;559;708;5316;DE228;Passau, Landkreis;Bayern;2019-01-01;2020-12-31;288
881;C93R617;93;617;5317;DEC06;St. Wendel;Saarland;2019-01-01;2020-12-31;287
882;C270R406;270;406;5318;DE91C;Göttingen;Niedersachsen;2019-01-01;2020-12-31;268
883;C314R644;314;644;5319;DE256;Ansbach, Landkreis;Bayern;2019-01-01;2020-12-31;287
884;C206R483;206;483;5320;DE724;Marburg-Biedenkopf;Hessen;2019-01-01;2020-12-31;287
885;C485R759;485;759;5321;DE21G;Mühldorf a. Inn;Bayern;2019-01-01;2020-12-31;281
886;C492R144;492;144;5322;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;254
887;C329R552;329;552;5323;DE267;Haßberge;Bayern;2019-01-01;2020-12-31;293
888;C357R755;357;755;5324;DE276;Augsburg, Landkreis;Bayern;2019-01-01;2020-12-31;296
889;C555R238;555;238;5325;DE409;Märkisch-Oderland;Brandenburg;2019-01-01;2020-12-31;258
890;C299R330;299;330;5326;DE925;Hildesheim;Niedersachsen;2019-01-01;2020-12-31;279
891;C48R488;48;488;5327;DEA26;Düren;Nordrhein-Westfalen;2019-01-01;2020-12-31;286
892;C467R89;467;89;5328;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;274
893;C222R260;222;260;5329;DE927;Nienburg (Weser);Niedersachsen;2019-01-01;2020-12-31;278
894;C322R453;322;453;5330;DEG0R;Wartburgkreis;Thüringen;2019-01-01;2020-12-31;257
895;C414R215;414;215;5331;DE40F;Prignitz;Brandenburg;2019-01-01;2020-12-31;269
896;C412R179;412;179;5332;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;269
897;C487R336;487;336;5333;DE40H;Teltow-Fläming;Brandenburg;2019-01-01;2020-12-31;263
898;C261R104;261;104;5334;DEF0B;Rendsburg-Eckernförde;Schleswig-Holstein;2019-01-01;2020-12-31;266
899;C301R576;301;576;5335;DE26C;Würzburg, Landkreis;Bayern;2019-01-01;2020-12-31;287
900;C300R404;300;404;5336;DEG06;Eichsfeld;Thüringen;2019-01-01;2020-12-31;280
901;C282R273;282;273;5337;DE931;Celle;Niedersachsen;2019-01-01;2020-12-31;281
902;C505R115;505;115;5338;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;258
903;C169R610;169;610;5339;DEB3I;Rhein-Pfalz-Kreis;Rheinland-Pfalz;2019-01-01;2020-12-31;290
904;C61R481;61;481;5340;DEA28;Euskirchen;Nordrhein-Westfalen;2019-01-01;2020-12-31;286
905;C254R31;254;31;5341;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2019-01-01;2020-12-31;265
906;C254R341;254;341;5342;DE926;Holzminden;Niedersachsen;2019-01-01;2020-12-31;261
907;C537R158;537;158;5343;DE40I;Uckermark;Brandenburg;2019-01-01;2020-12-31;255
908;C466R444;466;444;5344;DEG0M;Altenburger Land;Thüringen;2019-01-01;2020-12-31;282
909;C357R545;357;545;5345;DE247;Coburg, Landkreis;Bayern;2019-01-01;2020-12-31;287
910;C358R242;358;242;5346;DEE04;Altmarkkreis Salzwedel;Sachsen-Anhalt;2019-01-01;2020-12-31;283
911;C209R649;209;649;5347;DE128;Rhein-Neckar-Kreis;Baden-Württemberg;2019-01-01;2020-12-31;295
912;C232R245;232;245;5348;DE927;Nienburg (Weser);Niedersachsen;2019-01-01;2020-12-31;278
913;C206R809;206;809;5349;DE138;Konstanz;Baden-Württemberg;2019-01-01;2020-12-31;277
914;C519R162;519;162;5350;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;254
915;C415R464;415;464;5351;DEG0J;Saale-Holzland-Kreis;Thüringen;2019-01-01;2020-12-31;295
916;C213R580;213;580;5352;DE716;Darmstadt-Dieburg;Hessen;2019-01-01;2020-12-31;283
917;C365R581;365;581;5353;DE245;Bamberg, Landkreis;Bayern;2019-01-01;2020-12-31;287
918;C204R586;204;586;5354;DE716;Darmstadt-Dieburg;Hessen;2019-01-01;2020-12-31;275
919;C250R784;250;784;5355;DE149;Sigmaringen;Baden-Württemberg;2019-01-01;2020-12-31;284
920;C498R37;498;37;5356;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;250
921;C493R117;493;117;5357;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;254
922;C273R398;273;398;5358;DE91C;Göttingen;Niedersachsen;2019-01-01;2020-12-31;288
923;C476R460;476;460;5359;DED45;Zwickau;Sachsen;2019-01-01;2020-12-31;285
924;C306R205;306;205;5360;DE935;Lüneburg, Landkreis;Niedersachsen;2019-01-01;2020-12-31;301
925;C284R247;284;247;5361;DE931;Celle;Niedersachsen;2019-01-01;2020-12-31;287
926;C282R569;282;569;5362;DE26A;Main-Spessart;Bayern;2019-01-01;2020-12-31;278
927;C267R507;267;507;5363;DE732;Fulda;Hessen;2019-01-01;2020-12-31;278
928;C378R313;378;313;5364;DEE07;Börde;Sachsen-Anhalt;2019-01-01;2020-12-31;263
929;C277R609;277;609;5365;DE11B;Main-Tauber-Kreis;Baden-Württemberg;2019-01-01;2020-12-31;288
930;C570R238;570;238;5366;DE409;Märkisch-Oderland;Brandenburg;2019-01-01;2020-12-31;258
931;C421R293;421;293;5367;DEE06;Jerichower Land;Sachsen-Anhalt;2019-01-01;2020-12-31;269
932;C366R699;366;699;5368;DE21I;Neuburg-Schrobenhausen;Bayern;2019-01-01;2020-12-31;277
933;C133R347;133;347;5369;DEA33;Münster, Kreisfreie Stadt;Nordrhein-Westfalen;2019-01-01;2020-12-31;293
934;C79R325;79;325;5370;DEA34;Borken;Nordrhein-Westfalen;2019-01-01;2020-12-31;289
935;C168R354;168;354;5371;DEA42;Gütersloh;Nordrhein-Westfalen;2019-01-01;2020-12-31;279
936;C372R452;372;452;5372;DEG0G;Weimarer Land;Thüringen;2019-01-01;2020-12-31;266
937;C190R669;190;669;5373;DE123;Karlsruhe, Landkreis;Baden-Württemberg;2019-01-01;2020-12-31;285
938;C433R426;433;426;5374;DEE08;Burgenlandkreis;Sachsen-Anhalt;2019-01-01;2020-12-31;276
939;C495R698;495;698;5375;DE22C;Dingolfing-Landau;Bayern;2019-01-01;2020-12-31;276
940;C261R28;261;28;5376;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2019-01-01;2020-12-31;265
941;C583R289;583;289;5377;DE40C;Oder-Spree;Brandenburg;2019-01-01;2020-12-31;290
942;C304R175;304;175;5378;DEF06;Herzogtum Lauenburg;Schleswig-Holstein;2019-01-01;2020-12-31;271
943;C225R626;225;626;5379;DE127;Neckar-Odenwald-Kreis;Baden-Württemberg;2019-01-01;2020-12-31;284
944;C511R471;511;471;5381;DED42;Erzgebirgskreis;Sachsen;2019-01-01;2020-12-31;275
945;C455R82;455;82;5382;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;274
946;C24R455;24;455;5383;DEA26;Düren;Nordrhein-Westfalen;2019-01-01;2020-12-31;298
947;C322R104;322;104;5385;DEF08;Ostholstein;Schleswig-Holstein;2019-01-01;2020-12-31;263
948;C330R545;330;545;5386;DE267;Haßberge;Bayern;2019-01-01;2020-12-31;293
949;C484R364;484;364;5387;DEE0E;Wittenberg;Sachsen-Anhalt;2019-01-01;2020-12-31;263
950;C361R674;361;674;5388;DE25C;Weißenburg-Gunzenhausen;Bayern;2019-01-01;2020-12-31;288
951;C410R248;410;248;5389;DEE0D;Stendal;Sachsen-Anhalt;2019-01-01;2020-12-31;292
952;C351R461;351;461;5390;DEG0C;Gotha;Thüringen;2019-01-01;2020-12-31;254
953;C212R541;212;541;5391;DE719;Main-Kinzig-Kreis;Hessen;2019-01-01;2020-12-31;284
954;C360R409;360;409;5392;DEG0A;Kyffhäuserkreis;Thüringen;2019-01-01;2020-12-31;269
955;C229R781;229;781;5393;DE149;Sigmaringen;Baden-Württemberg;2019-01-01;2020-12-31;287
956;C425R464;425;464;5394;DEG0L;Greiz;Thüringen;2019-01-01;2020-12-31;272
957;C532R183;532;183;5395;DE40I;Uckermark;Brandenburg;2019-01-01;2020-12-31;247
958;C396R148;396;148;5396;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;282
959;C368R159;368;159;5397;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;254
960;C257R29;257;29;5398;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2019-01-01;2020-12-31;265
961;C515R44;515;44;5399;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;280
962;C297R651;297;651;5400;DE11A;Schwäbisch Hall;Baden-Württemberg;2019-01-01;2020-12-31;290
963;C301R800;301;800;5401;DE148;Ravensburg;Baden-Württemberg;2019-01-01;2020-12-31;290
964;C311R177;311;177;5402;DEF06;Herzogtum Lauenburg;Schleswig-Holstein;2019-01-01;2020-12-31;280
965;C199R811;199;811;5403;DE138;Konstanz;Baden-Württemberg;2019-01-01;2020-12-31;277
966;C241R339;241;339;5404;DE923;Hameln-Pyrmont;Niedersachsen;2019-01-01;2020-12-31;280
967;C291R589;291;589;5405;DE26C;Würzburg, Landkreis;Bayern;2019-01-01;2020-12-31;285
968;C410R126;410;126;5406;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;288
969;C402R356;402;356;5407;DEE0C;Salzlandkreis;Sachsen-Anhalt;2019-01-01;2020-12-31;268
970;C349R415;349;415;5408;DEG0A;Kyffhäuserkreis;Thüringen;2019-01-01;2020-12-31;267
971;C411R264;411;264;5409;DEE0D;Stendal;Sachsen-Anhalt;2019-01-01;2020-12-31;276
972;C213R789;213;789;5410;DE137;Tuttlingen;Baden-Württemberg;2019-01-01;2020-12-31;287
973;C406R450;406;450;5411;DEG0J;Saale-Holzland-Kreis;Thüringen;2019-01-01;2020-12-31;295
974;C375R599;375;599;5412;DE248;Forchheim;Bayern;2019-01-01;2020-12-31;277
975;C447R762;447;762;5413;DE21A;Erding;Bayern;2019-01-01;2020-12-31;297
976;C321R175;321;175;5414;DEF06;Herzogtum Lauenburg;Schleswig-Holstein;2019-01-01;2020-12-31;280
977;C330R564;330;564;5415;DE267;Haßberge;Bayern;2019-01-01;2020-12-31;267
978;C316R326;316;326;5416;DE912;Salzgitter, Kreisfreie Stadt;Niedersachsen;2019-01-01;2020-12-31;279
979;C371R249;371;249;5417;DEE04;Altmarkkreis Salzwedel;Sachsen-Anhalt;2019-01-01;2020-12-31;270
980;C469R409;469;409;5418;DED52;Leipzig;Sachsen;2019-01-01;2020-12-31;260
981;C227R122;227;122;5419;DEF05;Dithmarschen;Schleswig-Holstein;2019-01-01;2020-12-31;260
982;C422R423;422;423;5420;DEE08;Burgenlandkreis;Sachsen-Anhalt;2019-01-01;2020-12-31;263
983;C109R156;109;156;5421;DE947;Aurich;Niedersachsen;2019-01-01;2020-12-31;305
984;C554R202;554;202;5422;DE40I;Uckermark;Brandenburg;2019-01-01;2020-12-31;256
985;C409R620;409;620;5423;DE234;Amberg-Sulzbach;Bayern;2019-01-01;2020-12-31;269
986;C399R422;399;422;5424;DEE08;Burgenlandkreis;Sachsen-Anhalt;2019-01-01;2020-12-31;263
987;C276R570;276;570;5425;DE26A;Main-Spessart;Bayern;2019-01-01;2020-12-31;278
988;C606R300;606;300;5426;DE40C;Oder-Spree;Brandenburg;2019-01-01;2020-12-31;290
989;C295R533;295;533;5427;DE265;Bad Kissingen;Bayern;2019-01-01;2020-12-31;271
990;C367R756;367;756;5428;DE275;Aichach-Friedberg;Bayern;2019-01-01;2020-12-31;292
991;C254R327;254;327;5429;DE923;Hameln-Pyrmont;Niedersachsen;2019-01-01;2020-12-31;286
992;C145R336;145;336;5430;DEA38;Warendorf;Nordrhein-Westfalen;2019-01-01;2020-12-31;293
993;C465R728;465;728;5431;DE227;Landshut, Landkreis;Bayern;2019-01-01;2020-12-31;276
994;C473R163;473;163;5432;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;252
995;C121R364;121;364;5433;DEA35;Coesfeld;Nordrhein-Westfalen;2019-01-01;2020-12-31;287
996;C299R342;299;342;5434;DE925;Hildesheim;Niedersachsen;2019-01-01;2020-12-31;288
997;C550R190;550;190;5435;DE40I;Uckermark;Brandenburg;2019-01-01;2020-12-31;247
998;C249R603;249;603;5436;DE127;Neckar-Odenwald-Kreis;Baden-Württemberg;2019-01-01;2020-12-31;290
999;C260R48;260;48;5437;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2019-01-01;2020-12-31;265
1000;C502R36;502;36;5438;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;250
1001;C154R568;154;568;5439;DEB3J;Mainz-Bingen;Rheinland-Pfalz;2019-01-01;2020-12-31;299
1002;C133R542;133;542;5440;DEB1A;Rhein-Lahn-Kreis;Rheinland-Pfalz;2019-01-01;2020-12-31;301
1003;C445R80;445;80;5441;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;275
1004;C476R437;476;437;5442;DED52;Leipzig;Sachsen;2019-01-01;2020-12-31;282
1005;C308R82;308;82;5443;DEF0A;Plön;Schleswig-Holstein;2019-01-01;2020-12-31;277
1006;C439R751;439;751;5444;DE21A;Erding;Bayern;2019-01-01;2020-12-31;297
1007;C245R595;245;595;5445;DE11B;Main-Tauber-Kreis;Baden-Württemberg;2019-01-01;2020-12-31;290
1008;C246R312;246;312;5446;DE928;Schaumburg;Niedersachsen;2019-01-01;2020-12-31;286
1009;C303R568;303;568;5447;DE26B;Schweinfurt, Landkreis;Bayern;2019-01-01;2020-12-31;287
1010;C556R257;556;257;5448;DE409;Märkisch-Oderland;Brandenburg;2019-01-01;2020-12-31;280
1011;C485R695;485;695;5449;DE22B;Straubing-Bogen;Bayern;2019-01-01;2020-12-31;276
1012;C101R492;101;492;5450;DEB18;Neuwied;Rheinland-Pfalz;2019-01-01;2020-12-31;299
1013;C393R257;393;257;5451;DEE0D;Stendal;Sachsen-Anhalt;2019-01-01;2020-12-31;292
1014;C269R324;269;324;5452;DE925;Hildesheim;Niedersachsen;2019-01-01;2020-12-31;285
1015;C415R403;415;403;5453;DEE0B;Saalekreis;Sachsen-Anhalt;2019-01-01;2020-12-31;277
1016;C535R166;535;166;5454;DE40I;Uckermark;Brandenburg;2019-01-01;2020-12-31;254
1017;C478R70;478;70;5455;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;250
1018;C355R347;355;347;5456;DEE09;Harz;Sachsen-Anhalt;2019-01-01;2020-12-31;277
1019;C222R31;222;31;5457;DEF07;Nordfriesland;Schleswig-Holstein;2019-01-01;2020-12-31;265
1020;C406R214;406;214;5458;DE40F;Prignitz;Brandenburg;2019-01-01;2020-12-31;269
1021;C313R725;313;725;5459;DE11C;Heidenheim;Baden-Württemberg;2019-01-01;2020-12-31;285
1022;C217R252;217;252;5460;DE922;Diepholz;Niedersachsen;2019-01-01;2020-12-31;278
1023;C215R124;215;124;5461;DEF05;Dithmarschen;Schleswig-Holstein;2019-01-01;2020-12-31;260
1024;C286R396;286;396;5462;DE91C;Göttingen;Niedersachsen;2019-01-01;2020-12-31;288
1025;C114R157;114;157;5463;DE947;Aurich;Niedersachsen;2019-01-01;2020-12-31;305
1026;C160R654;160;654;5464;DEB3H;Südliche Weinstraße;Rheinland-Pfalz;2019-01-01;2020-12-31;302
1027;C125R833;125;833;5465;DE139;Lörrach;Baden-Württemberg;2019-01-01;2020-12-31;296
1028;C289R308;289;308;5466;DE929;Region Hannover;Niedersachsen;2019-01-01;2020-12-31;281
1029;C310R314;310;314;5467;DE91A;Peine;Niedersachsen;2019-01-01;2020-12-31;288
1030;C314R476;314;476;5468;DEG0Q;Schmalkalden-Meiningen;Thüringen;2019-01-01;2020-12-31;286
1031;C467R392;467;392;5469;DED53;Nordsachsen;Sachsen;2019-01-01;2020-12-31;275
1032;C357R228;357;228;5470;DE934;Lüchow-Dannenberg;Niedersachsen;2019-01-01;2020-12-31;288
1033;C263R301;263;301;5471;DE929;Region Hannover;Niedersachsen;2019-01-01;2020-12-31;286
1034;C241R764;241;764;5472;DE149;Sigmaringen;Baden-Württemberg;2019-01-01;2020-12-31;274
1035;C398R688;398;688;5473;DE219;Eichstätt;Bayern;2019-01-01;2020-12-31;266
1036;C409R342;409;342;5474;DEE0C;Salzlandkreis;Sachsen-Anhalt;2019-01-01;2020-12-31;268
1037;C310R550;310;550;5475;DE26B;Schweinfurt, Landkreis;Bayern;2019-01-01;2020-12-31;262
1038;C438R392;438;392;5476;DEE0B;Saalekreis;Sachsen-Anhalt;2019-01-01;2020-12-31;280
1039;C439R108;439;108;5477;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;274
1040;C477R64;477;64;5478;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2019-01-01;2020-12-31;250
1041;C400R743;400;743;5479;DE217;Dachau;Bayern;2019-01-01;2020-12-31;295
