projectid;simulationid;vColumn;vRow;vLocationID;vNUTS_ID;vNUTS_NAME;vSTATE_NAME;start_date;end_date;vIDPL
1;C412R659;412;659;0;DE236;Neumarkt i. d. OPf.;Bayern;2016-01-01;2017-12-31;269
2;C213R428;213;428;2;DE736;Waldeck-Frankenberg;Hessen;2016-01-01;2017-12-31;273
3;C442R553;442;553;3;DE24D;Wunsiedel i. Fichtelgebirge;Bayern;2016-01-01;2017-12-31;275
4;C267R473;267;473;4;DE733;Hersfeld-Rotenburg;Hessen;2016-01-01;2017-12-31;283
5;C441R101;441;101;5;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;277
6;C427R173;427;173;6;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;256
7;C123R793;123;793;7;DE132;Breisgau-Hochschwarzwald;Baden-Württemberg;2016-01-01;2017-12-31;304
8;C156R256;156;256;8;DE94F;Vechta;Niedersachsen;2016-01-01;2017-12-31;302
9;C261R134;261;134;9;DEF0E;Steinburg;Schleswig-Holstein;2016-01-01;2017-12-31;270
10;C251R346;251;346;10;DE926;Holzminden;Niedersachsen;2016-01-01;2017-12-31;276
11;C530R177;530;177;11;DE40I;Uckermark;Brandenburg;2016-01-01;2017-12-31;252
12;C253R167;253;167;12;DE939;Stade;Niedersachsen;2016-01-01;2017-12-31;249
13;C268R87;268;87;13;DEF0B;Rendsburg-Eckernförde;Schleswig-Holstein;2016-01-01;2017-12-31;266
14;C345R259;345;259;14;DEE04;Altmarkkreis Salzwedel;Sachsen-Anhalt;2016-01-01;2017-12-31;277
15;C240R141;240;141;15;DE939;Stade;Niedersachsen;2016-01-01;2017-12-31;281
16;C289R596;289;596;16;DE26C;Würzburg, Landkreis;Bayern;2016-01-01;2017-12-31;288
17;C221R409;221;409;17;DE736;Waldeck-Frankenberg;Hessen;2016-01-01;2017-12-31;273
18;C225R280;225;280;18;DE927;Nienburg (Weser);Niedersachsen;2016-01-01;2017-12-31;284
19;C473R77;473;77;19;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;248
20;C173R325;173;325;20;DE94E;Osnabrück, Landkreis;Niedersachsen;2016-01-01;2017-12-31;285
21;C352R328;352;328;21;DE917;Helmstedt;Niedersachsen;2016-01-01;2017-12-31;277
22;C553R175;553;175;22;DE40I;Uckermark;Brandenburg;2016-01-01;2017-12-31;252
23;C570R239;570;239;23;DE409;Märkisch-Oderland;Brandenburg;2016-01-01;2017-12-31;283
24;C66R616;66;616;24;DEC02;Merzig-Wadern;Saarland;2016-01-01;2017-12-31;284
25;C457R395;457;395;25;DED53;Nordsachsen;Sachsen;2016-01-01;2017-12-31;275
26;C216R776;216;776;26;DE137;Tuttlingen;Baden-Württemberg;2016-01-01;2017-12-31;280
27;C243R459;243;459;27;DE735;Schwalm-Eder-Kreis;Hessen;2016-01-01;2017-12-31;287
28;C203R809;203;809;28;DE138;Konstanz;Baden-Württemberg;2016-01-01;2017-12-31;280
29;C416R234;416;234;29;DE40F;Prignitz;Brandenburg;2016-01-01;2017-12-31;253
30;C197R495;197;495;30;DE721;Gießen, Landkreis;Hessen;2016-01-01;2017-12-31;287
31;C378R564;378;564;31;DE245;Bamberg, Landkreis;Bayern;2016-01-01;2017-12-31;284
32;C551R221;551;221;32;DE40I;Uckermark;Brandenburg;2016-01-01;2017-12-31;283
33;C219R535;219;535;33;DE71E;Wetteraukreis;Hessen;2016-01-01;2017-12-31;294
34;C410R245;410;245;34;DEE0D;Stendal;Sachsen-Anhalt;2016-01-01;2017-12-31;253
35;C137R573;137;573;35;DEB14;Bad Kreuznach;Rheinland-Pfalz;2016-01-01;2017-12-31;283
36;C325R553;325;553;36;DE267;Haßberge;Bayern;2016-01-01;2017-12-31;288
37;C460R462;460;462;37;DEG0M;Altenburger Land;Thüringen;2016-01-01;2017-12-31;278
38;C222R117;222;117;38;DEF05;Dithmarschen;Schleswig-Holstein;2016-01-01;2017-12-31;269
39;C498R352;498;352;39;DEE0E;Wittenberg;Sachsen-Anhalt;2016-01-01;2017-12-31;273
40;C205R523;205;523;40;DE71E;Wetteraukreis;Hessen;2016-01-01;2017-12-31;277
41;C439R666;439;666;41;DE238;Regensburg, Landkreis;Bayern;2016-01-01;2017-12-31;290
42;C416R171;416;171;42;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;255
43;C212R245;212;245;43;DE922;Diepholz;Niedersachsen;2016-01-01;2017-12-31;279
44;C378R345;378;345;44;DEE07;Börde;Sachsen-Anhalt;2016-01-01;2017-12-31;268
45;C100R156;100;156;45;DE947;Aurich;Niedersachsen;2016-01-01;2017-12-31;268
46;C191R308;191;308;46;DEA46;Minden-Lübbecke;Nordrhein-Westfalen;2016-01-01;2017-12-31;280
47;C455R722;455;722;47;DE227;Landshut, Landkreis;Bayern;2016-01-01;2017-12-31;283
48;C296R720;296;720;48;DE145;Alb-Donau-Kreis;Baden-Württemberg;2016-01-01;2017-12-31;266
49;C331R321;331;321;49;DE91B;Wolfenbüttel;Niedersachsen;2016-01-01;2017-12-31;281
50;C304R328;304;328;50;DE91B;Wolfenbüttel;Niedersachsen;2016-01-01;2017-12-31;268
51;C136R399;136;399;51;DEA58;Märkischer Kreis;Nordrhein-Westfalen;2016-01-01;2017-12-31;293
52;C442R481;442;481;52;DEG0L;Greiz;Thüringen;2016-01-01;2017-12-31;270
53;C474R232;474;232;53;DE40D;Ostprignitz-Ruppin;Brandenburg;2016-01-01;2017-12-31;265
54;C403R732;403;732;54;DE21J;Pfaffenhofen a. d. Ilm;Bayern;2016-01-01;2017-12-31;286
55;C486R363;486;363;55;DEE0E;Wittenberg;Sachsen-Anhalt;2016-01-01;2017-12-31;273
56;C306R692;306;692;56;DE11D;Ostalbkreis;Baden-Württemberg;2016-01-01;2017-12-31;277
57;C105R640;105;640;58;DEB3K;Südwestpfalz;Rheinland-Pfalz;2016-01-01;2017-12-31;278
58;C95R520;95;520;59;DEB17;Mayen-Koblenz;Rheinland-Pfalz;2016-01-01;2017-12-31;279
59;C488R100;488;100;60;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;248
60;C285R763;285;763;61;DE146;Biberach;Baden-Württemberg;2016-01-01;2017-12-31;277
61;C370R423;370;423;62;DEG0D;Sömmerda;Thüringen;2016-01-01;2017-12-31;272
62;C436R132;436;132;63;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;279
63;C411R453;411;453;64;DEG0J;Saale-Holzland-Kreis;Thüringen;2016-01-01;2017-12-31;293
64;C482R422;482;422;65;DED52;Leipzig;Sachsen;2016-01-01;2017-12-31;270
65;C469R685;469;685;66;DE22B;Straubing-Bogen;Bayern;2016-01-01;2017-12-31;279
66;C364R237;364;237;67;DE934;Lüchow-Dannenberg;Niedersachsen;2016-01-01;2017-12-31;283
67;C361R234;361;234;68;DE934;Lüchow-Dannenberg;Niedersachsen;2016-01-01;2017-12-31;283
68;C282R544;282;544;69;DE265;Bad Kissingen;Bayern;2016-01-01;2017-12-31;286
69;C208R522;208;522;70;DE71E;Wetteraukreis;Hessen;2016-01-01;2017-12-31;277
70;C285R374;285;374;71;DE918;Northeim;Niedersachsen;2016-01-01;2017-12-31;269
71;C334R772;334;772;72;DE27C;Unterallgäu;Bayern;2016-01-01;2017-12-31;274
72;C274R483;274;483;73;DE732;Fulda;Hessen;2016-01-01;2017-12-31;283
73;C212R813;212;813;74;DE138;Konstanz;Baden-Württemberg;2016-01-01;2017-12-31;294
74;C416R158;416;158;75;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;256
75;C104R545;104;545;76;DEB1D;Rhein-Hunsrück-Kreis;Rheinland-Pfalz;2016-01-01;2017-12-31;278
76;C383R129;383;129;77;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;283
77;C371R155;371;155;78;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;265
78;C498R37;498;37;79;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;277
79;C524R169;524;169;80;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;255
80;C400R170;400;170;81;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;255
81;C172R294;172;294;82;DE94E;Osnabrück, Landkreis;Niedersachsen;2016-01-01;2017-12-31;285
82;C195R634;195;634;83;DE128;Rhein-Neckar-Kreis;Baden-Württemberg;2016-01-01;2017-12-31;288
83;C414R146;414;146;84;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;279
84;C411R353;411;353;85;DEE0C;Salzlandkreis;Sachsen-Anhalt;2016-01-01;2017-12-31;262
85;C384R362;384;362;86;DEE0C;Salzlandkreis;Sachsen-Anhalt;2016-01-01;2017-12-31;268
86;C592R265;592;265;87;DE409;Märkisch-Oderland;Brandenburg;2016-01-01;2017-12-31;264
87;C277R502;277;502;88;DE732;Fulda;Hessen;2016-01-01;2017-12-31;279
88;C302R569;302;569;89;DE26B;Schweinfurt, Landkreis;Bayern;2016-01-01;2017-12-31;283
89;C66R616;66;616;90;DEC02;Merzig-Wadern;Saarland;2016-01-01;2017-12-31;284
90;C356R551;356;551;91;DE24C;Lichtenfels;Bayern;2016-01-01;2017-12-31;281
91;C565R324;565;324;92;DE406;Dahme-Spreewald;Brandenburg;2016-01-01;2017-12-31;269
92;C253R325;253;325;93;DE923;Hameln-Pyrmont;Niedersachsen;2016-01-01;2017-12-31;278
93;C245R291;245;291;94;DE929;Region Hannover;Niedersachsen;2016-01-01;2017-12-31;287
94;C366R358;366;358;95;DEE09;Harz;Sachsen-Anhalt;2016-01-01;2017-12-31;268
95;C497R124;497;124;96;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;266
96;C137R359;137;359;97;DEA38;Warendorf;Nordrhein-Westfalen;2016-01-01;2017-12-31;279
97;C347R339;347;339;98;DEE09;Harz;Sachsen-Anhalt;2016-01-01;2017-12-31;277
98;C437R191;437;191;99;DE40F;Prignitz;Brandenburg;2016-01-01;2017-12-31;263
99;C222R225;222;225;100;DE93B;Verden;Niedersachsen;2016-01-01;2017-12-31;279
100;C127R829;127;829;101;DE139;Lörrach;Baden-Württemberg;2016-01-01;2017-12-31;314
101;C339R422;339;422;102;DEG0A;Kyffhäuserkreis;Thüringen;2016-01-01;2017-12-31;267
102;C183R327;183;327;103;DEA43;Herford;Nordrhein-Westfalen;2016-01-01;2017-12-31;285
103;C282R753;282;753;104;DE145;Alb-Donau-Kreis;Baden-Württemberg;2016-01-01;2017-12-31;279
104;C492R132;492;132;105;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;266
105;C95R345;95;345;106;DEA35;Coesfeld;Nordrhein-Westfalen;2016-01-01;2017-12-31;285
106;C278R744;278;744;107;DE145;Alb-Donau-Kreis;Baden-Württemberg;2016-01-01;2017-12-31;279
107;C64R553;64;553;108;DEB22;Bernkastel-Wittlich;Rheinland-Pfalz;2016-01-01;2017-12-31;288
108;C471R143;471;143;109;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;251
109;C238R402;238;402;110;DE734;Kassel, Landkreis;Hessen;2016-01-01;2017-12-31;267
110;C400R347;400;347;111;DEE0C;Salzlandkreis;Sachsen-Anhalt;2016-01-01;2017-12-31;262
111;C135R239;135;239;112;DE949;Emsland;Niedersachsen;2016-01-01;2017-12-31;280
112;C327R458;327;458;113;DEG0C;Gotha;Thüringen;2016-01-01;2017-12-31;257
113;C358R454;358;454;114;DEG01;Erfurt, Kreisfreie Stadt;Thüringen;2016-01-01;2017-12-31;285
114;C479R356;479;356;115;DEE0E;Wittenberg;Sachsen-Anhalt;2016-01-01;2017-12-31;274
115;C482R69;482;69;116;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;260
116;C171R253;171;253;117;DE94F;Vechta;Niedersachsen;2016-01-01;2017-12-31;275
117;C154R562;154;562;118;DEB3J;Mainz-Bingen;Rheinland-Pfalz;2016-01-01;2017-12-31;301
118;C99R167;99;167;119;DE947;Aurich;Niedersachsen;2016-01-01;2017-12-31;268
119;C236R268;236;268;120;DE927;Nienburg (Weser);Niedersachsen;2016-01-01;2017-12-31;278
120;C232R651;232;651;121;DE118;Heilbronn, Landkreis;Baden-Württemberg;2016-01-01;2017-12-31;283
121;C327R772;327;772;122;DE27C;Unterallgäu;Bayern;2016-01-01;2017-12-31;274
122;C457R488;457;488;123;DED44;Vogtlandkreis;Sachsen;2016-01-01;2017-12-31;289
123;C441R283;441;283;124;DEE06;Jerichower Land;Sachsen-Anhalt;2016-01-01;2017-12-31;268
124;C350R536;350;536;125;DE247;Coburg, Landkreis;Bayern;2016-01-01;2017-12-31;292
125;C307R287;307;287;126;DE914;Gifhorn;Niedersachsen;2016-01-01;2017-12-31;277
126;C418R370;418;370;127;DEE05;Anhalt-Bitterfeld;Sachsen-Anhalt;2016-01-01;2017-12-31;262
127;C68R478;68;478;128;DEA28;Euskirchen;Nordrhein-Westfalen;2016-01-01;2017-12-31;284
128;C543R163;543;163;129;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;259
129;C255R136;255;136;130;DEF0E;Steinburg;Schleswig-Holstein;2016-01-01;2017-12-31;270
130;C122R319;122;319;131;DEA37;Steinfurt;Nordrhein-Westfalen;2016-01-01;2017-12-31;283
131;C371R476;371;476;132;DEG0T;Ilm-Kreis;Thüringen;2016-01-01;2017-12-31;277
132;C346R667;346;667;133;DE25C;Weißenburg-Gunzenhausen;Bayern;2016-01-01;2017-12-31;283
133;C433R327;433;327;134;DEE06;Jerichower Land;Sachsen-Anhalt;2016-01-01;2017-12-31;288
134;C452R141;452;141;135;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;251
135;C540R361;540;361;136;DE407;Elbe-Elster;Brandenburg;2016-01-01;2017-12-31;271
136;C268R48;268;48;137;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2016-01-01;2017-12-31;270
137;C202R30;202;30;138;DEF07;Nordfriesland;Schleswig-Holstein;2016-01-01;2017-12-31;255
138;C265R732;265;732;139;DE145;Alb-Donau-Kreis;Baden-Württemberg;2016-01-01;2017-12-31;279
139;C442R762;442;762;140;DE218;Ebersberg;Bayern;2016-01-01;2017-12-31;288
140;C397R336;397;336;141;DEE07;Börde;Sachsen-Anhalt;2016-01-01;2017-12-31;290
141;C189R300;189;300;142;DEA46;Minden-Lübbecke;Nordrhein-Westfalen;2016-01-01;2017-12-31;280
142;C262R39;262;39;143;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2016-01-01;2017-12-31;270
143;C247R399;247;399;144;DE734;Kassel, Landkreis;Hessen;2016-01-01;2017-12-31;285
144;C458R308;458;308;145;DE40E;Potsdam-Mittelmark;Brandenburg;2016-01-01;2017-12-31;291
145;C444R696;444;696;146;DE226;Kelheim;Bayern;2016-01-01;2017-12-31;281
146;C371R321;371;321;147;DEE07;Börde;Sachsen-Anhalt;2016-01-01;2017-12-31;277
147;C359R611;359;611;148;DE257;Erlangen-Höchstadt;Bayern;2016-01-01;2017-12-31;274
148;C361R425;361;425;150;DEG0D;Sömmerda;Thüringen;2016-01-01;2017-12-31;272
149;C464R88;464;88;151;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;248
150;C458R235;458;235;152;DE40D;Ostprignitz-Ruppin;Brandenburg;2016-01-01;2017-12-31;265
151;C506R67;506;67;153;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;252
152;C468R725;468;725;154;DE227;Landshut, Landkreis;Bayern;2016-01-01;2017-12-31;281
153;C562R695;562;695;155;DE225;Freyung-Grafenau;Bayern;2016-01-01;2017-12-31;288
154;C405R165;405;165;156;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;255
155;C447R209;447;209;157;DE40D;Ostprignitz-Ruppin;Brandenburg;2016-01-01;2017-12-31;263
156;C538R724;538;724;158;DE228;Passau, Landkreis;Bayern;2016-01-01;2017-12-31;280
157;C295R329;295;329;159;DE925;Hildesheim;Niedersachsen;2016-01-01;2017-12-31;268
158;C575R440;575;440;160;DED2F;Sächsische Schweiz-Osterzgebirge;Sachsen;2016-01-01;2017-12-31;276
159;C471R187;471;187;161;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;263
160;C389R349;389;349;162;DEE0C;Salzlandkreis;Sachsen-Anhalt;2016-01-01;2017-12-31;268
161;C362R269;362;269;163;DEE04;Altmarkkreis Salzwedel;Sachsen-Anhalt;2016-01-01;2017-12-31;277
162;C196R386;196;386;164;DEA47;Paderborn;Nordrhein-Westfalen;2016-01-01;2017-12-31;280
163;C27R393;27;393;165;DEA1B;Kleve;Nordrhein-Westfalen;2016-01-01;2017-12-31;298
164;C446R129;446;129;166;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;251
165;C468R462;468;462;167;DED45;Zwickau;Sachsen;2016-01-01;2017-12-31;278
166;C511R421;511;421;168;DED43;Mittelsachsen;Sachsen;2016-01-01;2017-12-31;265
167;C42R389;42;389;169;DEA1B;Kleve;Nordrhein-Westfalen;2016-01-01;2017-12-31;298
168;C319R415;319;415;170;DEG06;Eichsfeld;Thüringen;2016-01-01;2017-12-31;272
169;C547R246;547;246;171;DE409;Märkisch-Oderland;Brandenburg;2016-01-01;2017-12-31;283
170;C425R465;425;465;172;DEG0L;Greiz;Thüringen;2016-01-01;2017-12-31;270
171;C332R677;332;677;173;DE27D;Donau-Ries;Bayern;2016-01-01;2017-12-31;281
172;C439R429;439;429;174;DEE08;Burgenlandkreis;Sachsen-Anhalt;2016-01-01;2017-12-31;270
173;C166R361;166;361;175;DEA38;Warendorf;Nordrhein-Westfalen;2016-01-01;2017-12-31;263
174;C293R192;293;192;176;DE933;Harburg;Niedersachsen;2016-01-01;2017-12-31;292
175;C467R728;467;728;177;DE227;Landshut, Landkreis;Bayern;2016-01-01;2017-12-31;281
176;C461R150;461;150;178;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;251
177;C414R100;414;100;179;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;272
178;C337R296;337;296;180;DE913;Wolfsburg, Kreisfreie Stadt;Niedersachsen;2016-01-01;2017-12-31;262
179;C227R689;227;689;181;DE115;Ludwigsburg;Baden-Württemberg;2016-01-01;2017-12-31;293
180;C503R498;503;498;182;DED42;Erzgebirgskreis;Sachsen;2016-01-01;2017-12-31;255
181;C417R263;417;263;183;DEE0D;Stendal;Sachsen-Anhalt;2016-01-01;2017-12-31;267
182;C510R403;510;403;184;DED53;Nordsachsen;Sachsen;2016-01-01;2017-12-31;273
183;C210R662;210;662;185;DE123;Karlsruhe, Landkreis;Baden-Württemberg;2016-01-01;2017-12-31;286
184;C477R114;477;114;186;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;255
185;C169R281;169;281;187;DE94F;Vechta;Niedersachsen;2016-01-01;2017-12-31;284
186;C295R576;295;576;188;DE26C;Würzburg, Landkreis;Bayern;2016-01-01;2017-12-31;282
187;C354R252;354;252;189;DEE04;Altmarkkreis Salzwedel;Sachsen-Anhalt;2016-01-01;2017-12-31;277
188;C275R733;275;733;190;DE145;Alb-Donau-Kreis;Baden-Württemberg;2016-01-01;2017-12-31;279
189;C201R460;201;460;191;DE724;Marburg-Biedenkopf;Hessen;2016-01-01;2017-12-31;280
190;C210R381;210;381;192;DEA47;Paderborn;Nordrhein-Westfalen;2016-01-01;2017-12-31;285
191;C301R396;301;396;193;DE91C;Göttingen;Niedersachsen;2016-01-01;2017-12-31;284
192;C497R93;497;93;194;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;276
193;C516R110;516;110;195;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;276
194;C143R267;143;267;196;DE94E;Osnabrück, Landkreis;Niedersachsen;2016-01-01;2017-12-31;302
195;C426R351;426;351;197;DEE05;Anhalt-Bitterfeld;Sachsen-Anhalt;2016-01-01;2017-12-31;262
196;C214R493;214;493;198;DE721;Gießen, Landkreis;Hessen;2016-01-01;2017-12-31;273
197;C503R73;503;73;199;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;252
198;C558R162;558;162;200;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;259
199;C432R229;432;229;201;DE40F;Prignitz;Brandenburg;2016-01-01;2017-12-31;253
200;C311R121;311;121;202;DEF0D;Segeberg;Schleswig-Holstein;2016-01-01;2017-12-31;265
201;C399R374;399;374;203;DEE0A;Mansfeld-Südharz;Sachsen-Anhalt;2016-01-01;2017-12-31;268
202;C303R322;303;322;204;DE91B;Wolfenbüttel;Niedersachsen;2016-01-01;2017-12-31;268
203;C306R81;306;81;205;DEF0A;Plön;Schleswig-Holstein;2016-01-01;2017-12-31;271
204;C517R428;517;428;206;DED43;Mittelsachsen;Sachsen;2016-01-01;2017-12-31;265
205;C108R531;108;531;207;DEB17;Mayen-Koblenz;Rheinland-Pfalz;2016-01-01;2017-12-31;279
206;C377R137;377;137;208;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;265
207;C35R384;35;384;209;DEA1B;Kleve;Nordrhein-Westfalen;2016-01-01;2017-12-31;298
208;C215R74;215;74;210;DEF07;Nordfriesland;Schleswig-Holstein;2016-01-01;2017-12-31;258
209;C218R683;218;683;211;DE115;Ludwigsburg;Baden-Württemberg;2016-01-01;2017-12-31;278
210;C212R95;212;95;212;DEF05;Dithmarschen;Schleswig-Holstein;2016-01-01;2017-12-31;264
211;C316R271;316;271;213;DE914;Gifhorn;Niedersachsen;2016-01-01;2017-12-31;277
212;C443R102;443;102;214;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;277
213;C441R712;441;712;215;DE227;Landshut, Landkreis;Bayern;2016-01-01;2017-12-31;283
214;C432R144;432;144;216;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;279
215;C464R93;464;93;217;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;248
216;C476R706;476;706;218;DE22C;Dingolfing-Landau;Bayern;2016-01-01;2017-12-31;286
217;C429R363;429;363;219;DEE05;Anhalt-Bitterfeld;Sachsen-Anhalt;2016-01-01;2017-12-31;262
218;C555R169;555;169;220;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;259
219;C340R104;340;104;221;DEF08;Ostholstein;Schleswig-Holstein;2016-01-01;2017-12-31;269
220;C473R682;473;682;222;DE22B;Straubing-Bogen;Bayern;2016-01-01;2017-12-31;279
221;C235R183;235;183;223;DE937;Rotenburg (Wümme);Niedersachsen;2016-01-01;2017-12-31;265
222;C235R162;235;162;224;DE939;Stade;Niedersachsen;2016-01-01;2017-12-31;281
223;C368R457;368;457;225;DEG0G;Weimarer Land;Thüringen;2016-01-01;2017-12-31;277
224;C240R92;240;92;226;DEF05;Dithmarschen;Schleswig-Holstein;2016-01-01;2017-12-31;283
225;C407R699;407;699;227;DE21J;Pfaffenhofen a. d. Ilm;Bayern;2016-01-01;2017-12-31;274
226;C270R44;270;44;228;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2016-01-01;2017-12-31;270
227;C374R140;374;140;229;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;265
228;C127R498;127;498;230;DEB1B;Westerwaldkreis;Rheinland-Pfalz;2016-01-01;2017-12-31;284
229;C106R353;106;353;231;DEA35;Coesfeld;Nordrhein-Westfalen;2016-01-01;2017-12-31;283
230;C481R427;481;427;232;DED52;Leipzig;Sachsen;2016-01-01;2017-12-31;270
231;C442R675;442;675;233;DE226;Kelheim;Bayern;2016-01-01;2017-12-31;291
232;C303R365;303;365;234;DE91C;Göttingen;Niedersachsen;2016-01-01;2017-12-31;269
233;C460R451;460;451;235;DEG0M;Altenburger Land;Thüringen;2016-01-01;2017-12-31;277
234;C391R457;391;457;237;DEG0G;Weimarer Land;Thüringen;2016-01-01;2017-12-31;270
235;C488R151;488;151;239;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;266
236;C128R758;128;758;240;DE133;Emmendingen;Baden-Württemberg;2016-01-01;2017-12-31;298
237;C530R720;530;720;241;DE228;Passau, Landkreis;Bayern;2016-01-01;2017-12-31;287
238;C314R618;314;618;242;DE25A;Neustadt a. d. Aisch-Bad Windsheim;Bayern;2016-01-01;2017-12-31;290
239;C587R425;587;425;243;DED2C;Bautzen;Sachsen;2016-01-01;2017-12-31;269
240;C277R40;277;40;244;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2016-01-01;2017-12-31;262
241;C332R685;332;685;245;DE27D;Donau-Ries;Bayern;2016-01-01;2017-12-31;270
242;C223R402;223;402;246;DE736;Waldeck-Frankenberg;Hessen;2016-01-01;2017-12-31;267
243;C262R354;262;354;247;DE926;Holzminden;Niedersachsen;2016-01-01;2017-12-31;276
244;C475R279;475;279;248;DE408;Havelland;Brandenburg;2016-01-01;2017-12-31;284
245;C199R28;199;28;249;DEF07;Nordfriesland;Schleswig-Holstein;2016-01-01;2017-12-31;255
246;C259R180;259;180;250;DE939;Stade;Niedersachsen;2016-01-01;2017-12-31;265
247;C456R237;456;237;251;DE40D;Ostprignitz-Ruppin;Brandenburg;2016-01-01;2017-12-31;265
248;C169R301;169;301;252;DE94E;Osnabrück, Landkreis;Niedersachsen;2016-01-01;2017-12-31;285
249;C236R396;236;396;253;DE734;Kassel, Landkreis;Hessen;2016-01-01;2017-12-31;267
250;C569R239;569;239;254;DE409;Märkisch-Oderland;Brandenburg;2016-01-01;2017-12-31;283
251;C270R75;270;75;255;DEF0B;Rendsburg-Eckernförde;Schleswig-Holstein;2016-01-01;2017-12-31;266
252;C352R339;352;339;256;DEE09;Harz;Sachsen-Anhalt;2016-01-01;2017-12-31;277
253;C105R648;105;648;257;DEB3K;Südwestpfalz;Rheinland-Pfalz;2016-01-01;2017-12-31;286
254;C532R196;532;196;258;DE40I;Uckermark;Brandenburg;2016-01-01;2017-12-31;252
255;C150R572;150;572;259;DEB3J;Mainz-Bingen;Rheinland-Pfalz;2016-01-01;2017-12-31;301
256;C616R449;616;449;260;DED2D;Görlitz;Sachsen;2016-01-01;2017-12-31;271
257;C152R608;152;608;261;DEB3D;Donnersbergkreis;Rheinland-Pfalz;2016-01-01;2017-12-31;293
258;C507R93;507;93;262;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;276
259;C105R592;105;592;263;DEB15;Birkenfeld;Rheinland-Pfalz;2016-01-01;2017-12-31;278
260;C504R456;504;456;264;DED43;Mittelsachsen;Sachsen;2016-01-01;2017-12-31;255
261;C535R264;535;264;265;DE405;Barnim;Brandenburg;2016-01-01;2017-12-31;273
262;C378R140;378;140;266;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;265
